Employee #,Year,Month,FTE,FMLA Hours,Training Hours,Name
12,2013,3,1,NA,NA,Andy Alcott  
12,2013,4,0.5,NA,NA,Andy Alcott  
12,2013,5,1,NA,NA,Andy Alcott  
12,2013,6,1,NA,NA,Andy Alcott  
12,2013,7,0.76,NA,NA,Andy Alcott  
12,2013,8,1,NA,10,Andy Alcott  
12,2013,9,1,NA,NA,Andy Alcott  
12,2013,10,1,NA,NA,Andy Alcott  
12,2013,11,1,NA,NA,Andy Alcott  
12,2013,12,0.76,NA,NA,Andy Alcott  
12,2014,1,1,NA,NA,Andy Alcott  
12,2014,2,1,NA,NA,Andy Alcott  
12,2014,3,1,NA,NA,Andy Alcott  
12,2014,4,1,NA,12,Andy Alcott  
12,2014,5,1,NA,40,Andy Alcott  
12,2014,6,1,NA,NA,Andy Alcott  
12,2014,7,1,NA,NA,Andy Alcott  
12,2014,8,1,NA,NA,Andy Alcott  
12,2014,9,1,NA,NA,Andy Alcott  
12,2014,10,1,NA,NA,Andy Alcott  
12,2014,11,1,NA,25,Andy Alcott  
12,2014,12,1,NA,NA,Andy Alcott  
12,2015,1,1,NA,NA,Andy Alcott  
12,2015,2,1,NA,24,Andy Alcott  
12,2015,3,1,NA,NA,Andy Alcott  
12,2015,4,0.5,NA,NA,Andy Alcott  
12,2015,5,1,NA,NA,Andy Alcott  
12,2015,6,0.5,NA,NA,Andy Alcott  
12,2015,7,1,NA,NA,Andy Alcott  
12,2015,8,1,NA,NA,Andy Alcott  
12,2015,9,1,NA,NA,Andy Alcott  
13,2009,1,1,NA,NA,Antwan Algarin  
13,2009,2,1,NA,NA,Antwan Algarin  
13,2009,3,1,NA,NA,Antwan Algarin  
13,2009,4,1,NA,NA,Antwan Algarin  
13,2009,5,0.76,NA,NA,Antwan Algarin  
13,2009,6,1,NA,NA,Antwan Algarin  
13,2009,7,1,NA,NA,Antwan Algarin  
13,2009,8,1,NA,NA,Antwan Algarin  
13,2009,9,1,NA,37,Antwan Algarin  
13,2009,10,1,NA,NA,Antwan Algarin  
13,2009,11,0.5,NA,NA,Antwan Algarin  
13,2009,12,1,NA,NA,Antwan Algarin  
13,2010,1,1,NA,NA,Antwan Algarin  
13,2010,2,1,NA,NA,Antwan Algarin  
13,2010,3,1,NA,NA,Antwan Algarin  
14,2009,1,0.5,NA,NA,Arline Adcox  
14,2009,2,1,NA,NA,Arline Adcox  
14,2009,3,1,NA,NA,Arline Adcox  
14,2009,4,1,NA,NA,Arline Adcox  
14,2009,5,1,NA,NA,Arline Adcox  
14,2009,6,1,NA,NA,Arline Adcox  
14,2009,7,1,NA,NA,Arline Adcox  
14,2009,8,1,NA,NA,Arline Adcox  
14,2009,9,1,NA,NA,Arline Adcox  
14,2009,10,1,NA,NA,Arline Adcox  
14,2009,11,1,NA,NA,Arline Adcox  
14,2009,12,0.5,NA,NA,Arline Adcox  
14,2010,1,1,NA,10,Arline Adcox  
14,2010,2,1,NA,NA,Arline Adcox  
14,2010,3,1,NA,NA,Arline Adcox  
14,2010,4,1,NA,NA,Arline Adcox  
14,2010,5,1,NA,NA,Arline Adcox  
14,2010,6,1,NA,NA,Arline Adcox  
14,2010,7,1,98,27,Arline Adcox  
14,2010,8,1,NA,NA,Arline Adcox  
14,2010,9,0.5,54,NA,Arline Adcox  
14,2010,10,0.5,NA,NA,Arline Adcox  
14,2010,11,1,NA,NA,Arline Adcox  
14,2010,12,0.5,NA,NA,Arline Adcox  
14,2011,1,1,NA,NA,Arline Adcox  
14,2011,2,1,NA,NA,Arline Adcox  
14,2011,3,1,NA,NA,Arline Adcox  
14,2011,4,1,NA,4,Arline Adcox  
14,2011,5,1,NA,NA,Arline Adcox  
14,2011,6,1,NA,NA,Arline Adcox  
14,2011,7,1,NA,NA,Arline Adcox  
14,2011,8,1,NA,NA,Arline Adcox  
14,2011,9,1,NA,NA,Arline Adcox  
14,2011,10,1,NA,NA,Arline Adcox  
14,2011,11,1,NA,NA,Arline Adcox  
14,2011,12,1,NA,NA,Arline Adcox  
14,2012,1,1,NA,39,Arline Adcox  
14,2012,2,1,NA,18,Arline Adcox  
14,2012,3,1,NA,NA,Arline Adcox  
14,2012,4,1,NA,NA,Arline Adcox  
14,2012,5,1,NA,41,Arline Adcox  
14,2012,6,0.76,NA,NA,Arline Adcox  
14,2012,7,1,NA,NA,Arline Adcox  
14,2012,8,1,NA,NA,Arline Adcox  
14,2012,9,0.5,NA,NA,Arline Adcox  
14,2012,10,0.76,NA,NA,Arline Adcox  
14,2012,11,1,NA,NA,Arline Adcox  
14,2012,12,1,NA,NA,Arline Adcox  
14,2013,1,1,NA,NA,Arline Adcox  
14,2013,2,1,NA,NA,Arline Adcox  
14,2013,3,1,NA,NA,Arline Adcox  
14,2013,4,1,NA,NA,Arline Adcox  
14,2013,5,1,NA,NA,Arline Adcox  
14,2013,6,1,NA,NA,Arline Adcox  
14,2013,7,0.5,NA,NA,Arline Adcox  
14,2013,8,0.5,NA,23,Arline Adcox  
14,2013,9,1,NA,NA,Arline Adcox  
14,2013,10,1,NA,NA,Arline Adcox  
14,2013,11,1,NA,NA,Arline Adcox  
14,2013,12,1,NA,NA,Arline Adcox  
14,2014,1,1,NA,NA,Arline Adcox  
14,2014,2,1,NA,NA,Arline Adcox  
14,2014,3,1,NA,4,Arline Adcox  
14,2014,4,1,NA,NA,Arline Adcox  
14,2014,5,0.5,22,NA,Arline Adcox  
14,2014,6,1,NA,NA,Arline Adcox  
14,2014,7,1,NA,36,Arline Adcox  
14,2014,8,1,NA,NA,Arline Adcox  
15,2012,7,1,NA,NA,Arnita Arocho  
15,2012,8,1,NA,NA,Arnita Arocho  
15,2012,9,1,NA,NA,Arnita Arocho  
16,2012,8,1,NA,NA,Ashlea Aderholt  
16,2012,9,1,NA,37,Ashlea Aderholt  
16,2012,10,1,NA,NA,Ashlea Aderholt  
16,2012,11,1,NA,NA,Ashlea Aderholt  
16,2012,12,1,NA,NA,Ashlea Aderholt  
16,2013,1,1,NA,NA,Ashlea Aderholt  
16,2013,2,1,NA,NA,Ashlea Aderholt  
16,2013,3,1,NA,NA,Ashlea Aderholt  
16,2013,4,1,NA,37,Ashlea Aderholt  
16,2013,5,1,NA,NA,Ashlea Aderholt  
16,2013,6,1,NA,NA,Ashlea Aderholt  
16,2013,7,1,NA,NA,Ashlea Aderholt  
16,2013,8,1,NA,NA,Ashlea Aderholt  
16,2013,9,1,NA,40,Ashlea Aderholt  
16,2013,10,1,NA,NA,Ashlea Aderholt  
16,2013,11,1,NA,NA,Ashlea Aderholt  
16,2013,12,1,NA,NA,Ashlea Aderholt  
16,2014,1,1,NA,NA,Ashlea Aderholt  
16,2014,2,1,NA,NA,Ashlea Aderholt  
16,2014,3,1,NA,19,Ashlea Aderholt  
16,2014,4,0.76,NA,NA,Ashlea Aderholt  
16,2014,5,1,NA,NA,Ashlea Aderholt  
16,2014,6,1,NA,NA,Ashlea Aderholt  
16,2014,7,1,NA,NA,Ashlea Aderholt  
16,2014,8,1,NA,NA,Ashlea Aderholt  
16,2014,9,1,NA,NA,Ashlea Aderholt  
16,2014,10,1,NA,NA,Ashlea Aderholt  
16,2014,11,1,NA,NA,Ashlea Aderholt  
16,2014,12,1,NA,NA,Ashlea Aderholt  
16,2015,1,1,NA,NA,Ashlea Aderholt  
16,2015,2,1,NA,NA,Ashlea Aderholt  
16,2015,3,1,NA,36,Ashlea Aderholt  
16,2015,4,1,NA,NA,Ashlea Aderholt  
16,2015,5,1,NA,NA,Ashlea Aderholt  
16,2015,6,1,NA,NA,Ashlea Aderholt  
16,2015,7,1,NA,NA,Ashlea Aderholt  
16,2015,8,1,NA,NA,Ashlea Aderholt  
16,2015,9,1,NA,NA,Ashlea Aderholt  
17,2009,1,1,NA,9,Ashly Albert  
17,2009,2,1,34,31,Ashly Albert  
17,2009,3,1,NA,NA,Ashly Albert  
17,2009,4,1,NA,NA,Ashly Albert  
17,2009,5,1,NA,NA,Ashly Albert  
17,2009,6,1,NA,NA,Ashly Albert  
17,2009,7,0.5,NA,NA,Ashly Albert  
17,2009,8,1,NA,NA,Ashly Albert  
17,2009,9,1,NA,NA,Ashly Albert  
17,2009,10,0.5,NA,35,Ashly Albert  
17,2009,11,1,NA,47,Ashly Albert  
17,2009,12,1,NA,NA,Ashly Albert  
17,2010,1,0.76,NA,NA,Ashly Albert  
17,2010,2,0.5,NA,NA,Ashly Albert  
17,2010,3,1,NA,NA,Ashly Albert  
17,2010,4,1,NA,NA,Ashly Albert  
17,2010,5,1,NA,NA,Ashly Albert  
17,2010,6,1,NA,NA,Ashly Albert  
17,2010,7,1,NA,NA,Ashly Albert  
17,2010,8,1,22,NA,Ashly Albert  
17,2010,9,0.5,NA,NA,Ashly Albert  
17,2010,10,1,NA,1,Ashly Albert  
17,2010,11,1,NA,15,Ashly Albert  
17,2010,12,1,NA,32,Ashly Albert  
17,2011,1,1,NA,6,Ashly Albert  
17,2011,2,1,NA,NA,Ashly Albert  
17,2011,3,0.76,NA,NA,Ashly Albert  
17,2011,4,1,NA,NA,Ashly Albert  
17,2011,5,1,NA,NA,Ashly Albert  
17,2011,6,1,NA,NA,Ashly Albert  
17,2011,7,0.5,NA,NA,Ashly Albert  
17,2011,8,0.5,NA,33,Ashly Albert  
17,2011,9,1,NA,NA,Ashly Albert  
17,2011,10,1,NA,NA,Ashly Albert  
17,2011,11,1,NA,NA,Ashly Albert  
17,2011,12,1,NA,NA,Ashly Albert  
17,2012,1,0.5,NA,33,Ashly Albert  
17,2012,2,1,NA,NA,Ashly Albert  
17,2012,3,1,NA,NA,Ashly Albert  
17,2012,4,1,NA,NA,Ashly Albert  
17,2012,5,1,NA,44,Ashly Albert  
17,2012,6,1,NA,24,Ashly Albert  
17,2012,7,1,NA,NA,Ashly Albert  
17,2012,8,1,NA,NA,Ashly Albert  
17,2012,9,1,NA,NA,Ashly Albert  
17,2012,10,1,NA,NA,Ashly Albert  
17,2012,11,1,NA,NA,Ashly Albert  
17,2012,12,1,NA,NA,Ashly Albert  
17,2013,1,1,NA,NA,Ashly Albert  
17,2013,2,1,NA,NA,Ashly Albert  
17,2013,3,1,NA,NA,Ashly Albert  
17,2013,4,1,NA,NA,Ashly Albert  
17,2013,5,1,NA,23,Ashly Albert  
17,2013,6,1,NA,NA,Ashly Albert  
17,2013,7,1,NA,NA,Ashly Albert  
17,2013,8,1,NA,NA,Ashly Albert  
17,2013,9,1,NA,24,Ashly Albert  
17,2013,10,1,NA,21,Ashly Albert  
17,2013,11,1,NA,NA,Ashly Albert  
17,2013,12,1,NA,33,Ashly Albert  
17,2014,1,1,NA,NA,Ashly Albert  
17,2014,2,1,NA,28,Ashly Albert  
17,2014,3,1,NA,NA,Ashly Albert  
17,2014,4,1,NA,NA,Ashly Albert  
17,2014,5,1,NA,NA,Ashly Albert  
17,2014,6,1,NA,NA,Ashly Albert  
17,2014,7,1,NA,NA,Ashly Albert  
17,2014,8,1,NA,NA,Ashly Albert  
17,2014,9,1,NA,NA,Ashly Albert  
17,2014,10,1,NA,12,Ashly Albert  
17,2014,11,1,NA,NA,Ashly Albert  
17,2014,12,1,NA,NA,Ashly Albert  
17,2015,1,0.5,NA,NA,Ashly Albert  
17,2015,2,1,NA,NA,Ashly Albert  
17,2015,3,1,NA,NA,Ashly Albert  
17,2015,4,1,NA,NA,Ashly Albert  
17,2015,5,1,62,NA,Ashly Albert  
17,2015,6,1,NA,39,Ashly Albert  
17,2015,7,1,NA,NA,Ashly Albert  
17,2015,8,1,NA,3,Ashly Albert  
17,2015,9,1,NA,NA,Ashly Albert  
18,2009,1,1,NA,NA,Asley Alvear  
18,2009,2,1,NA,NA,Asley Alvear  
18,2009,3,1,NA,NA,Asley Alvear  
18,2009,4,1,NA,4,Asley Alvear  
18,2009,5,1,NA,NA,Asley Alvear  
18,2009,6,0.5,NA,NA,Asley Alvear  
18,2009,7,1,NA,NA,Asley Alvear  
18,2009,8,1,NA,NA,Asley Alvear  
18,2009,9,1,NA,NA,Asley Alvear  
18,2009,10,1,NA,42,Asley Alvear  
18,2009,11,1,NA,43,Asley Alvear  
18,2009,12,1,NA,NA,Asley Alvear  
18,2010,1,1,NA,NA,Asley Alvear  
18,2010,2,1,NA,NA,Asley Alvear  
18,2010,3,1,NA,NA,Asley Alvear  
18,2010,4,1,NA,40,Asley Alvear  
18,2010,5,1,NA,NA,Asley Alvear  
18,2010,6,0.5,NA,NA,Asley Alvear  
18,2010,7,1,NA,NA,Asley Alvear  
18,2010,8,1,NA,NA,Asley Alvear  
18,2010,9,1,NA,43,Asley Alvear  
18,2010,10,1,NA,NA,Asley Alvear  
18,2010,11,1,NA,NA,Asley Alvear  
18,2010,12,1,NA,23,Asley Alvear  
18,2011,1,0.76,NA,60,Asley Alvear  
18,2011,2,0.5,NA,NA,Asley Alvear  
18,2011,3,0.5,NA,NA,Asley Alvear  
18,2011,4,1,NA,NA,Asley Alvear  
18,2011,5,1,NA,NA,Asley Alvear  
18,2011,6,1,NA,NA,Asley Alvear  
18,2011,7,1,NA,NA,Asley Alvear  
18,2011,8,1,NA,44,Asley Alvear  
18,2011,9,1,NA,NA,Asley Alvear  
18,2011,10,1,NA,NA,Asley Alvear  
18,2011,11,1,NA,NA,Asley Alvear  
18,2011,12,1,NA,NA,Asley Alvear  
18,2012,1,1,NA,NA,Asley Alvear  
18,2012,2,1,NA,NA,Asley Alvear  
18,2012,3,1,NA,18,Asley Alvear  
18,2012,4,1,NA,NA,Asley Alvear  
18,2012,5,1,NA,NA,Asley Alvear  
18,2012,6,0.5,NA,NA,Asley Alvear  
18,2012,7,0.76,NA,NA,Asley Alvear  
18,2012,8,1,NA,NA,Asley Alvear  
18,2012,9,1,NA,NA,Asley Alvear  
18,2012,10,1,NA,23,Asley Alvear  
18,2012,11,1,NA,NA,Asley Alvear  
18,2012,12,0.5,NA,32,Asley Alvear  
18,2013,1,1,NA,NA,Asley Alvear  
18,2013,2,1,NA,NA,Asley Alvear  
18,2013,3,1,NA,NA,Asley Alvear  
18,2013,4,1,NA,NA,Asley Alvear  
18,2013,5,1,NA,NA,Asley Alvear  
18,2013,6,1,NA,NA,Asley Alvear  
18,2013,7,1,NA,NA,Asley Alvear  
18,2013,8,1,NA,NA,Asley Alvear  
18,2013,9,1,NA,9,Asley Alvear  
18,2013,10,0.5,NA,NA,Asley Alvear  
18,2013,11,0.5,NA,NA,Asley Alvear  
18,2013,12,1,NA,NA,Asley Alvear  
18,2014,1,1,NA,35,Asley Alvear  
18,2014,2,1,NA,NA,Asley Alvear  
18,2014,3,1,NA,NA,Asley Alvear  
18,2014,4,1,NA,NA,Asley Alvear  
18,2014,5,0.76,NA,NA,Asley Alvear  
18,2014,6,1,NA,30,Asley Alvear  
18,2014,7,1,NA,NA,Asley Alvear  
18,2014,8,1,NA,NA,Asley Alvear  
18,2014,9,1,NA,29,Asley Alvear  
18,2014,10,1,NA,58,Asley Alvear  
18,2014,11,1,NA,NA,Asley Alvear  
18,2014,12,1,NA,NA,Asley Alvear  
18,2015,1,1,NA,23,Asley Alvear  
18,2015,2,1,NA,16,Asley Alvear  
18,2015,3,1,NA,NA,Asley Alvear  
18,2015,4,1,NA,NA,Asley Alvear  
18,2015,5,1,NA,NA,Asley Alvear  
18,2015,6,0.76,NA,NA,Asley Alvear  
18,2015,7,1,NA,NA,Asley Alvear  
18,2015,8,1,NA,9,Asley Alvear  
18,2015,9,1,NA,22,Asley Alvear  
19,2012,5,1,NA,NA,Augustina Alvino  
19,2012,6,1,NA,NA,Augustina Alvino  
19,2012,7,1,NA,NA,Augustina Alvino  
19,2012,8,1,NA,NA,Augustina Alvino  
19,2012,9,0.5,NA,NA,Augustina Alvino  
19,2012,10,1,NA,NA,Augustina Alvino  
19,2012,11,1,NA,NA,Augustina Alvino  
19,2012,12,1,NA,NA,Augustina Alvino  
20,2009,1,1,NA,NA,Ayako Andrepont  
20,2009,2,1,NA,37,Ayako Andrepont  
20,2009,3,1,NA,NA,Ayako Andrepont  
20,2009,4,1,NA,NA,Ayako Andrepont  
20,2009,5,1,NA,NA,Ayako Andrepont  
20,2009,6,1,NA,NA,Ayako Andrepont  
20,2009,7,1,NA,NA,Ayako Andrepont  
20,2009,8,1,NA,NA,Ayako Andrepont  
20,2009,9,1,NA,NA,Ayako Andrepont  
20,2009,10,1,NA,25,Ayako Andrepont  
20,2009,11,1,NA,NA,Ayako Andrepont  
20,2009,12,1,NA,NA,Ayako Andrepont  
20,2010,1,1,NA,NA,Ayako Andrepont  
20,2010,2,0.5,NA,39,Ayako Andrepont  
20,2010,3,1,NA,NA,Ayako Andrepont  
20,2010,4,0.5,NA,NA,Ayako Andrepont  
20,2010,5,1,NA,NA,Ayako Andrepont  
20,2010,6,1,NA,5,Ayako Andrepont  
20,2010,7,1,NA,NA,Ayako Andrepont  
20,2010,8,1,NA,48,Ayako Andrepont  
20,2010,9,1,NA,NA,Ayako Andrepont  
20,2010,10,1,NA,NA,Ayako Andrepont  
20,2010,11,1,NA,NA,Ayako Andrepont  
20,2010,12,1,NA,NA,Ayako Andrepont  
20,2011,1,1,NA,NA,Ayako Andrepont  
20,2011,2,1,NA,47,Ayako Andrepont  
20,2011,3,0.5,NA,NA,Ayako Andrepont  
20,2011,4,1,NA,NA,Ayako Andrepont  
20,2011,5,1,NA,NA,Ayako Andrepont  
20,2011,6,1,NA,NA,Ayako Andrepont  
20,2011,7,1,NA,NA,Ayako Andrepont  
20,2011,8,1,NA,NA,Ayako Andrepont  
20,2011,9,1,126,NA,Ayako Andrepont  
20,2011,10,1,NA,NA,Ayako Andrepont  
20,2011,11,1,NA,NA,Ayako Andrepont  
20,2011,12,1,NA,21,Ayako Andrepont  
20,2012,1,1,NA,NA,Ayako Andrepont  
20,2012,2,1,NA,NA,Ayako Andrepont  
20,2012,3,1,NA,NA,Ayako Andrepont  
20,2012,4,1,NA,NA,Ayako Andrepont  
20,2012,5,1,NA,NA,Ayako Andrepont  
20,2012,6,1,NA,NA,Ayako Andrepont  
20,2012,7,1,NA,NA,Ayako Andrepont  
20,2012,8,1,NA,1,Ayako Andrepont  
20,2012,9,1,NA,NA,Ayako Andrepont  
20,2012,10,1,NA,NA,Ayako Andrepont  
20,2012,11,0.76,NA,NA,Ayako Andrepont  
20,2012,12,1,NA,NA,Ayako Andrepont  
20,2013,1,1,NA,20,Ayako Andrepont  
20,2013,2,1,NA,51,Ayako Andrepont  
20,2013,3,1,NA,NA,Ayako Andrepont  
20,2013,4,1,NA,NA,Ayako Andrepont  
20,2013,5,1,NA,NA,Ayako Andrepont  
20,2013,6,1,NA,NA,Ayako Andrepont  
20,2013,7,1,NA,NA,Ayako Andrepont  
20,2013,8,1,NA,45,Ayako Andrepont  
20,2013,9,1,NA,NA,Ayako Andrepont  
20,2013,10,1,NA,NA,Ayako Andrepont  
20,2013,11,1,23,NA,Ayako Andrepont  
20,2013,12,1,NA,NA,Ayako Andrepont  
20,2014,1,1,NA,NA,Ayako Andrepont  
20,2014,2,1,NA,NA,Ayako Andrepont  
20,2014,3,1,NA,NA,Ayako Andrepont  
20,2014,4,1,NA,NA,Ayako Andrepont  
20,2014,5,1,NA,NA,Ayako Andrepont  
20,2014,6,1,NA,NA,Ayako Andrepont  
20,2014,7,1,NA,NA,Ayako Andrepont  
20,2014,8,0.76,NA,NA,Ayako Andrepont  
20,2014,9,0.5,NA,NA,Ayako Andrepont  
20,2014,10,0.76,NA,NA,Ayako Andrepont  
20,2014,11,1,NA,NA,Ayako Andrepont  
20,2014,12,1,NA,NA,Ayako Andrepont  
20,2015,1,1,151,52,Ayako Andrepont  
20,2015,2,1,NA,NA,Ayako Andrepont  
20,2015,3,1,NA,NA,Ayako Andrepont  
20,2015,4,1,NA,43,Ayako Andrepont  
20,2015,5,1,NA,NA,Ayako Andrepont  
20,2015,6,1,NA,NA,Ayako Andrepont  
20,2015,7,1,NA,NA,Ayako Andrepont  
20,2015,8,1,NA,NA,Ayako Andrepont  
20,2015,9,1,NA,NA,Ayako Andrepont  
21,2009,1,1,NA,20,Azalee Aderholt  
21,2009,2,0.5,NA,NA,Azalee Aderholt  
21,2009,3,1,NA,NA,Azalee Aderholt  
21,2009,4,0.76,NA,23,Azalee Aderholt  
21,2009,5,1,NA,NA,Azalee Aderholt  
21,2009,6,1,NA,NA,Azalee Aderholt  
21,2009,7,1,NA,NA,Azalee Aderholt  
21,2009,8,1,NA,NA,Azalee Aderholt  
21,2009,9,1,NA,NA,Azalee Aderholt  
21,2009,10,1,NA,NA,Azalee Aderholt  
21,2009,11,1,NA,NA,Azalee Aderholt  
21,2010,1,1,NA,NA,Azalee Aderholt  
21,2010,2,0.5,NA,NA,Azalee Aderholt  
21,2010,3,1,NA,NA,Azalee Aderholt  
21,2010,4,1,NA,NA,Azalee Aderholt  
21,2010,5,1,NA,42,Azalee Aderholt  
21,2010,6,1,NA,NA,Azalee Aderholt  
21,2010,7,0.76,NA,NA,Azalee Aderholt  
21,2010,8,1,NA,NA,Azalee Aderholt  
21,2010,9,1,NA,NA,Azalee Aderholt  
21,2010,10,1,NA,NA,Azalee Aderholt  
21,2010,11,1,NA,NA,Azalee Aderholt  
21,2010,12,1,NA,4,Azalee Aderholt  
21,2011,1,1,NA,NA,Azalee Aderholt  
21,2011,2,1,NA,NA,Azalee Aderholt  
21,2011,3,0.5,NA,NA,Azalee Aderholt  
21,2011,4,1,NA,NA,Azalee Aderholt  
21,2011,5,0.76,NA,NA,Azalee Aderholt  
21,2011,6,1,NA,NA,Azalee Aderholt  
21,2011,7,0.76,NA,NA,Azalee Aderholt  
21,2011,8,1,NA,NA,Azalee Aderholt  
21,2011,9,1,NA,NA,Azalee Aderholt  
21,2011,10,1,NA,NA,Azalee Aderholt  
21,2011,11,1,NA,NA,Azalee Aderholt  
21,2011,12,1,NA,NA,Azalee Aderholt  
21,2012,1,1,NA,NA,Azalee Aderholt  
21,2012,2,0.5,NA,NA,Azalee Aderholt  
21,2012,3,0.5,NA,1,Azalee Aderholt  
21,2012,4,1,NA,NA,Azalee Aderholt  
21,2012,5,1,NA,36,Azalee Aderholt  
21,2012,6,1,NA,NA,Azalee Aderholt  
21,2012,7,1,NA,NA,Azalee Aderholt  
21,2012,8,1,NA,NA,Azalee Aderholt  
21,2012,9,1,NA,NA,Azalee Aderholt  
21,2012,10,1,NA,26,Azalee Aderholt  
21,2012,11,1,NA,NA,Azalee Aderholt  
22,2009,1,1,NA,3,Bethany Barcia  
22,2009,2,1,NA,NA,Bethany Barcia  
22,2009,3,1,NA,NA,Bethany Barcia  
22,2009,4,1,NA,NA,Bethany Barcia  
22,2009,5,0.76,NA,0,Bethany Barcia  
22,2009,6,1,NA,NA,Bethany Barcia  
22,2009,7,1,NA,17,Bethany Barcia  
22,2009,8,1,NA,NA,Bethany Barcia  
22,2009,9,1,NA,NA,Bethany Barcia  
22,2009,10,1,9,NA,Bethany Barcia  
22,2009,11,0.76,NA,NA,Bethany Barcia  
22,2009,12,1,NA,NA,Bethany Barcia  
22,2010,1,1,NA,NA,Bethany Barcia  
22,2010,2,1,NA,NA,Bethany Barcia  
22,2010,3,1,121,40,Bethany Barcia  
22,2010,4,1,NA,4,Bethany Barcia  
22,2010,5,1,NA,NA,Bethany Barcia  
22,2010,6,1,NA,NA,Bethany Barcia  
22,2010,7,1,NA,35,Bethany Barcia  
22,2010,8,1,NA,NA,Bethany Barcia  
22,2010,9,1,63,NA,Bethany Barcia  
22,2010,10,1,NA,NA,Bethany Barcia  
22,2010,11,0.5,NA,NA,Bethany Barcia  
22,2010,12,1,NA,NA,Bethany Barcia  
22,2011,1,1,NA,NA,Bethany Barcia  
22,2011,2,1,NA,NA,Bethany Barcia  
22,2011,3,1,NA,31,Bethany Barcia  
22,2011,4,1,NA,NA,Bethany Barcia  
22,2011,5,1,NA,NA,Bethany Barcia  
22,2011,6,1,NA,NA,Bethany Barcia  
22,2011,7,1,NA,NA,Bethany Barcia  
22,2011,8,1,NA,NA,Bethany Barcia  
22,2011,9,1,NA,NA,Bethany Barcia  
22,2011,10,1,NA,NA,Bethany Barcia  
22,2011,11,1,NA,NA,Bethany Barcia  
22,2011,12,0.76,NA,13,Bethany Barcia  
22,2012,1,1,NA,NA,Bethany Barcia  
22,2012,2,1,NA,5,Bethany Barcia  
22,2012,3,1,NA,12,Bethany Barcia  
22,2012,4,1,NA,NA,Bethany Barcia  
22,2012,5,1,NA,NA,Bethany Barcia  
22,2012,6,1,NA,NA,Bethany Barcia  
22,2012,7,1,NA,NA,Bethany Barcia  
22,2012,8,1,NA,NA,Bethany Barcia  
22,2012,9,1,NA,21,Bethany Barcia  
22,2012,10,1,NA,NA,Bethany Barcia  
22,2012,11,1,NA,NA,Bethany Barcia  
22,2012,12,1,NA,NA,Bethany Barcia  
22,2013,1,1,NA,NA,Bethany Barcia  
22,2013,2,0.5,NA,42,Bethany Barcia  
22,2013,3,1,NA,5,Bethany Barcia  
22,2013,4,1,NA,26,Bethany Barcia  
22,2013,5,1,NA,NA,Bethany Barcia  
22,2013,6,1,NA,59,Bethany Barcia  
22,2013,7,1,NA,NA,Bethany Barcia  
22,2013,8,1,NA,NA,Bethany Barcia  
22,2013,9,1,NA,NA,Bethany Barcia  
22,2013,10,1,NA,NA,Bethany Barcia  
22,2013,11,0.5,NA,NA,Bethany Barcia  
22,2013,12,1,NA,NA,Bethany Barcia  
22,2014,1,1,NA,NA,Bethany Barcia  
22,2014,2,1,NA,NA,Bethany Barcia  
22,2014,3,1,NA,NA,Bethany Barcia  
22,2014,4,1,NA,NA,Bethany Barcia  
22,2014,5,0.5,NA,NA,Bethany Barcia  
22,2014,6,1,NA,NA,Bethany Barcia  
22,2014,7,1,NA,NA,Bethany Barcia  
22,2014,8,1,NA,NA,Bethany Barcia  
22,2014,9,1,99,NA,Bethany Barcia  
22,2014,10,1,NA,NA,Bethany Barcia  
22,2014,11,1,NA,NA,Bethany Barcia  
22,2014,12,1,NA,NA,Bethany Barcia  
22,2015,1,1,NA,NA,Bethany Barcia  
22,2015,2,1,NA,51,Bethany Barcia  
22,2015,3,1,NA,57,Bethany Barcia  
22,2015,4,0.76,NA,NA,Bethany Barcia  
22,2015,5,1,NA,NA,Bethany Barcia  
22,2015,6,1,NA,NA,Bethany Barcia  
22,2015,7,1,NA,NA,Bethany Barcia  
22,2015,8,0.76,NA,NA,Bethany Barcia  
22,2015,9,1,NA,NA,Bethany Barcia  
23,2009,1,1,NA,NA,Bob Bachelor  
23,2009,2,1,NA,NA,Bob Bachelor  
23,2009,3,1,NA,NA,Bob Bachelor  
23,2009,4,1,NA,21,Bob Bachelor  
23,2009,5,1,NA,NA,Bob Bachelor  
23,2009,6,1,NA,3,Bob Bachelor  
23,2009,7,1,NA,NA,Bob Bachelor  
23,2009,8,1,NA,37,Bob Bachelor  
23,2009,9,1,NA,NA,Bob Bachelor  
23,2009,10,1,NA,NA,Bob Bachelor  
23,2009,11,1,NA,NA,Bob Bachelor  
23,2009,12,1,NA,0,Bob Bachelor  
23,2010,1,1,NA,NA,Bob Bachelor  
23,2010,2,1,NA,NA,Bob Bachelor  
23,2010,3,1,NA,NA,Bob Bachelor  
23,2010,4,1,NA,NA,Bob Bachelor  
23,2010,5,1,NA,NA,Bob Bachelor  
23,2010,6,1,NA,12,Bob Bachelor  
24,2009,5,1,NA,NA,Brad Bradham  
24,2009,6,1,NA,53,Brad Bradham  
24,2009,7,1,NA,NA,Brad Bradham  
24,2009,8,1,NA,NA,Brad Bradham  
24,2009,9,1,NA,NA,Brad Bradham  
24,2009,10,1,NA,NA,Brad Bradham  
24,2009,11,1,NA,11,Brad Bradham  
24,2009,12,1,3,NA,Brad Bradham  
24,2010,1,1,NA,NA,Brad Bradham  
