Employee..,Year,Month,FTE,FMLA.Hours,Training.Hours,Name
12,2013,2,1,NA,43,Andy Alcott  
12,2013,3,1,NA,NA,Andy Alcott  
12,2013,4,1,NA,18,Andy Alcott  
12,2013,5,1,NA,NA,Andy Alcott  
12,2013,6,1,NA,NA,Andy Alcott  
12,2013,7,1,NA,NA,Andy Alcott  
12,2013,8,1,NA,NA,Andy Alcott  
12,2013,9,1,NA,NA,Andy Alcott  
12,2013,10,1,NA,NA,Andy Alcott  
12,2013,11,1,NA,53,Andy Alcott  
12,2013,12,1,NA,NA,Andy Alcott  
12,2014,1,1,NA,NA,Andy Alcott  
12,2014,2,1,NA,NA,Andy Alcott  
12,2014,3,0.5,NA,NA,Andy Alcott  
12,2014,4,1,NA,NA,Andy Alcott  
12,2014,5,1,NA,5,Andy Alcott  
12,2014,6,1,NA,NA,Andy Alcott  
12,2014,7,1,NA,NA,Andy Alcott  
12,2014,8,1,NA,NA,Andy Alcott  
12,2014,9,1,NA,NA,Andy Alcott  
12,2014,10,1,NA,NA,Andy Alcott  
12,2014,11,1,NA,NA,Andy Alcott  
12,2014,12,1,NA,NA,Andy Alcott  
12,2015,1,1,NA,22,Andy Alcott  
12,2015,2,1,NA,NA,Andy Alcott  
12,2015,3,1,NA,NA,Andy Alcott  
12,2015,4,1,NA,NA,Andy Alcott  
12,2015,5,1,NA,NA,Andy Alcott  
12,2015,6,1,NA,NA,Andy Alcott  
12,2015,7,1,NA,NA,Andy Alcott  
12,2015,8,1,NA,1,Andy Alcott  
12,2015,9,1,NA,NA,Andy Alcott  
13,2009,1,1,NA,57,Antwan Algarin  
13,2009,2,1,NA,9,Antwan Algarin  
13,2009,3,1,NA,NA,Antwan Algarin  
13,2009,4,1,NA,NA,Antwan Algarin  
13,2009,5,1,NA,NA,Antwan Algarin  
13,2009,6,1,NA,30,Antwan Algarin  
13,2009,7,1,NA,NA,Antwan Algarin  
13,2009,8,1,NA,19,Antwan Algarin  
13,2009,9,1,NA,NA,Antwan Algarin  
13,2009,10,1,NA,33,Antwan Algarin  
13,2009,11,1,NA,NA,Antwan Algarin  
13,2009,12,1,NA,NA,Antwan Algarin  
13,2010,1,1,NA,NA,Antwan Algarin  
13,2010,2,1,NA,NA,Antwan Algarin  
13,2010,3,1,NA,NA,Antwan Algarin  
14,2009,1,1,NA,NA,Arline Adcox  
14,2009,2,1,NA,NA,Arline Adcox  
14,2009,3,1,NA,NA,Arline Adcox  
14,2009,4,1,NA,NA,Arline Adcox  
14,2009,5,1,NA,NA,Arline Adcox  
14,2009,6,1,NA,22,Arline Adcox  
14,2009,7,1,NA,NA,Arline Adcox  
14,2009,8,1,NA,NA,Arline Adcox  
14,2009,9,1,NA,NA,Arline Adcox  
14,2009,10,1,NA,NA,Arline Adcox  
14,2009,11,0.5,NA,NA,Arline Adcox  
14,2009,12,1,NA,NA,Arline Adcox  
14,2010,1,1,NA,19,Arline Adcox  
14,2010,2,1,NA,NA,Arline Adcox  
14,2010,3,1,NA,30,Arline Adcox  
14,2010,4,1,NA,8,Arline Adcox  
14,2010,5,1,NA,NA,Arline Adcox  
14,2010,6,1,NA,29,Arline Adcox  
14,2010,7,1,NA,NA,Arline Adcox  
14,2010,8,1,NA,46,Arline Adcox  
14,2010,9,1,NA,NA,Arline Adcox  
14,2010,10,1,NA,NA,Arline Adcox  
14,2010,11,1,NA,NA,Arline Adcox  
14,2010,12,1,NA,NA,Arline Adcox  
14,2011,1,1,NA,NA,Arline Adcox  
14,2011,2,1,NA,NA,Arline Adcox  
14,2011,3,1,NA,60,Arline Adcox  
14,2011,4,1,NA,48,Arline Adcox  
14,2011,5,1,NA,NA,Arline Adcox  
14,2011,6,1,NA,NA,Arline Adcox  
14,2011,7,1,NA,16,Arline Adcox  
14,2011,8,1,NA,NA,Arline Adcox  
14,2011,9,1,NA,NA,Arline Adcox  
14,2011,10,1,NA,NA,Arline Adcox  
14,2011,11,1,NA,NA,Arline Adcox  
14,2011,12,1,NA,NA,Arline Adcox  
14,2012,1,0.5,NA,NA,Arline Adcox  
14,2012,2,1,NA,NA,Arline Adcox  
14,2012,3,0.76,NA,NA,Arline Adcox  
14,2012,4,1,NA,NA,Arline Adcox  
14,2012,5,0.5,NA,NA,Arline Adcox  
14,2012,6,1,NA,NA,Arline Adcox  
14,2012,7,1,NA,NA,Arline Adcox  
14,2012,8,1,NA,NA,Arline Adcox  
14,2012,9,0.76,NA,2,Arline Adcox  
14,2012,10,1,NA,NA,Arline Adcox  
14,2012,11,1,NA,30,Arline Adcox  
14,2012,12,1,NA,NA,Arline Adcox  
14,2013,1,1,NA,NA,Arline Adcox  
14,2013,2,1,NA,NA,Arline Adcox  
14,2013,3,1,NA,NA,Arline Adcox  
14,2013,4,1,NA,NA,Arline Adcox  
14,2013,5,1,NA,NA,Arline Adcox  
14,2013,6,1,NA,28,Arline Adcox  
14,2013,7,0.76,NA,NA,Arline Adcox  
14,2013,8,1,NA,NA,Arline Adcox  
14,2013,9,1,NA,37,Arline Adcox  
14,2013,10,1,NA,NA,Arline Adcox  
14,2013,11,1,NA,NA,Arline Adcox  
14,2013,12,1,NA,NA,Arline Adcox  
14,2014,1,1,NA,NA,Arline Adcox  
14,2014,2,1,NA,38,Arline Adcox  
14,2014,3,1,75,NA,Arline Adcox  
14,2014,4,1,NA,44,Arline Adcox  
14,2014,5,1,NA,NA,Arline Adcox  
14,2014,6,1,NA,NA,Arline Adcox  
14,2014,7,1,NA,NA,Arline Adcox  
14,2014,8,1,NA,NA,Arline Adcox  
15,2012,7,1,2,NA,Arnita Arocho  
15,2012,8,1,NA,14,Arnita Arocho  
15,2012,9,1,NA,39,Arnita Arocho  
16,2012,8,1,NA,NA,Ashlea Aderholt  
16,2012,9,1,NA,NA,Ashlea Aderholt  
16,2012,10,0.5,NA,58,Ashlea Aderholt  
16,2012,11,1,NA,NA,Ashlea Aderholt  
16,2012,12,1,NA,NA,Ashlea Aderholt  
16,2013,1,1,NA,54,Ashlea Aderholt  
16,2013,2,1,NA,NA,Ashlea Aderholt  
16,2013,3,1,NA,NA,Ashlea Aderholt  
16,2013,4,1,NA,NA,Ashlea Aderholt  
16,2013,5,0.76,NA,NA,Ashlea Aderholt  
16,2013,6,1,NA,NA,Ashlea Aderholt  
16,2013,7,1,NA,NA,Ashlea Aderholt  
16,2013,8,1,NA,29,Ashlea Aderholt  
16,2013,9,1,NA,NA,Ashlea Aderholt  
16,2013,10,1,NA,NA,Ashlea Aderholt  
16,2013,11,1,NA,NA,Ashlea Aderholt  
16,2013,12,1,NA,NA,Ashlea Aderholt  
16,2014,1,1,NA,NA,Ashlea Aderholt  
16,2014,2,1,NA,5,Ashlea Aderholt  
16,2014,3,1,NA,NA,Ashlea Aderholt  
16,2014,4,1,NA,27,Ashlea Aderholt  
16,2014,5,1,NA,NA,Ashlea Aderholt  
16,2014,6,1,NA,NA,Ashlea Aderholt  
16,2014,7,1,NA,NA,Ashlea Aderholt  
16,2014,8,1,NA,48,Ashlea Aderholt  
16,2014,9,1,NA,NA,Ashlea Aderholt  
16,2014,10,0.5,NA,NA,Ashlea Aderholt  
16,2014,11,0.5,NA,NA,Ashlea Aderholt  
16,2014,12,0.5,NA,13,Ashlea Aderholt  
16,2015,1,1,NA,12,Ashlea Aderholt  
16,2015,2,1,NA,NA,Ashlea Aderholt  
16,2015,3,1,NA,NA,Ashlea Aderholt  
16,2015,4,1,NA,NA,Ashlea Aderholt  
16,2015,5,1,NA,NA,Ashlea Aderholt  
16,2015,6,1,NA,20,Ashlea Aderholt  
16,2015,7,1,NA,NA,Ashlea Aderholt  
16,2015,8,1,NA,NA,Ashlea Aderholt  
16,2015,9,1,NA,NA,Ashlea Aderholt  
17,2009,1,1,NA,NA,Ashly Albert  
17,2009,2,1,NA,NA,Ashly Albert  
17,2009,3,1,NA,NA,Ashly Albert  
17,2009,4,1,NA,23,Ashly Albert  
17,2009,5,1,NA,1,Ashly Albert  
17,2009,6,1,NA,NA,Ashly Albert  
17,2009,7,1,NA,NA,Ashly Albert  
17,2009,8,1,NA,34,Ashly Albert  
17,2009,9,1,NA,48,Ashly Albert  
17,2009,10,1,NA,NA,Ashly Albert  
17,2009,11,1,NA,NA,Ashly Albert  
17,2009,12,0.76,NA,NA,Ashly Albert  
17,2010,1,1,NA,NA,Ashly Albert  
17,2010,2,1,NA,NA,Ashly Albert  
17,2010,3,1,NA,24,Ashly Albert  
17,2010,4,1,NA,NA,Ashly Albert  
17,2010,5,1,NA,NA,Ashly Albert  
17,2010,6,1,NA,11,Ashly Albert  
17,2010,7,1,NA,NA,Ashly Albert  
17,2010,8,0.5,NA,NA,Ashly Albert  
17,2010,9,1,NA,NA,Ashly Albert  
17,2010,10,1,NA,NA,Ashly Albert  
17,2010,11,1,NA,NA,Ashly Albert  
17,2010,12,1,NA,NA,Ashly Albert  
17,2011,1,1,NA,NA,Ashly Albert  
17,2011,2,0.5,NA,NA,Ashly Albert  
17,2011,3,1,NA,NA,Ashly Albert  
17,2011,4,1,NA,NA,Ashly Albert  
17,2011,5,1,NA,NA,Ashly Albert  
17,2011,6,1,NA,NA,Ashly Albert  
17,2011,7,1,NA,NA,Ashly Albert  
17,2011,8,1,NA,NA,Ashly Albert  
17,2011,9,1,NA,NA,Ashly Albert  
17,2011,10,1,NA,34,Ashly Albert  
17,2011,11,1,NA,NA,Ashly Albert  
17,2011,12,0.76,NA,NA,Ashly Albert  
17,2012,1,1,NA,NA,Ashly Albert  
17,2012,2,0.5,NA,NA,Ashly Albert  
17,2012,3,1,NA,51,Ashly Albert  
17,2012,4,1,NA,NA,Ashly Albert  
17,2012,5,1,NA,8,Ashly Albert  
17,2012,6,1,NA,NA,Ashly Albert  
17,2012,7,1,NA,NA,Ashly Albert  
17,2012,8,1,NA,NA,Ashly Albert  
17,2012,9,0.76,NA,NA,Ashly Albert  
17,2012,10,0.5,85,NA,Ashly Albert  
17,2012,11,1,NA,NA,Ashly Albert  
17,2012,12,1,NA,NA,Ashly Albert  
17,2013,1,1,NA,14,Ashly Albert  
17,2013,2,1,NA,NA,Ashly Albert  
17,2013,3,1,NA,57,Ashly Albert  
17,2013,4,1,NA,NA,Ashly Albert  
17,2013,5,1,NA,NA,Ashly Albert  
17,2013,6,1,NA,NA,Ashly Albert  
17,2013,7,1,NA,NA,Ashly Albert  
17,2013,8,1,91,NA,Ashly Albert  
17,2013,9,1,NA,9,Ashly Albert  
17,2013,10,0.5,NA,42,Ashly Albert  
17,2013,11,1,NA,NA,Ashly Albert  
17,2013,12,1,NA,14,Ashly Albert  
17,2014,1,1,NA,33,Ashly Albert  
17,2014,2,0.5,NA,NA,Ashly Albert  
17,2014,3,1,NA,26,Ashly Albert  
17,2014,4,0.76,NA,NA,Ashly Albert  
17,2014,5,1,NA,NA,Ashly Albert  
17,2014,6,1,NA,NA,Ashly Albert  
17,2014,7,1,NA,29,Ashly Albert  
17,2014,8,1,NA,NA,Ashly Albert  
17,2014,9,1,NA,34,Ashly Albert  
17,2014,10,0.5,NA,NA,Ashly Albert  
17,2014,11,1,NA,NA,Ashly Albert  
17,2014,12,1,NA,NA,Ashly Albert  
17,2015,1,1,NA,NA,Ashly Albert  
17,2015,2,1,NA,NA,Ashly Albert  
17,2015,3,1,NA,NA,Ashly Albert  
17,2015,4,0.5,NA,NA,Ashly Albert  
17,2015,5,1,NA,NA,Ashly Albert  
17,2015,6,1,NA,NA,Ashly Albert  
17,2015,7,1,NA,NA,Ashly Albert  
17,2015,8,1,NA,NA,Ashly Albert  
17,2015,9,1,NA,NA,Ashly Albert  
18,2009,1,1,NA,13,Asley Alvear  
18,2009,2,1,NA,NA,Asley Alvear  
18,2009,3,1,NA,NA,Asley Alvear  
18,2009,4,1,NA,NA,Asley Alvear  
18,2009,5,0.76,NA,NA,Asley Alvear  
18,2009,6,1,NA,49,Asley Alvear  
18,2009,7,1,NA,NA,Asley Alvear  
18,2009,8,1,NA,NA,Asley Alvear  
18,2009,9,1,NA,NA,Asley Alvear  
18,2009,10,1,NA,NA,Asley Alvear  
18,2009,11,1,NA,NA,Asley Alvear  
18,2009,12,1,NA,NA,Asley Alvear  
18,2010,1,1,NA,NA,Asley Alvear  
18,2010,2,1,NA,NA,Asley Alvear  
18,2010,3,1,NA,13,Asley Alvear  
18,2010,4,1,NA,NA,Asley Alvear  
18,2010,5,1,NA,NA,Asley Alvear  
18,2010,6,1,NA,NA,Asley Alvear  
18,2010,7,1,NA,NA,Asley Alvear  
18,2010,8,1,NA,NA,Asley Alvear  
18,2010,9,1,NA,NA,Asley Alvear  
18,2010,10,1,NA,NA,Asley Alvear  
18,2010,11,1,NA,NA,Asley Alvear  
18,2010,12,1,NA,NA,Asley Alvear  
18,2011,1,1,NA,NA,Asley Alvear  
18,2011,2,1,NA,52,Asley Alvear  
18,2011,3,1,NA,NA,Asley Alvear  
18,2011,4,1,NA,NA,Asley Alvear  
18,2011,5,1,NA,NA,Asley Alvear  
18,2011,6,1,NA,NA,Asley Alvear  
18,2011,7,1,NA,NA,Asley Alvear  
18,2011,8,0.5,NA,NA,Asley Alvear  
18,2011,9,1,NA,NA,Asley Alvear  
18,2011,10,1,NA,NA,Asley Alvear  
18,2011,11,1,NA,42,Asley Alvear  
18,2011,12,1,NA,NA,Asley Alvear  
18,2012,1,1,NA,44,Asley Alvear  
18,2012,2,1,NA,12,Asley Alvear  
18,2012,3,0.5,NA,25,Asley Alvear  
18,2012,4,1,NA,58,Asley Alvear  
18,2012,5,1,NA,NA,Asley Alvear  
18,2012,6,1,NA,53,Asley Alvear  
18,2012,7,1,NA,NA,Asley Alvear  
18,2012,8,1,NA,NA,Asley Alvear  
18,2012,9,1,NA,NA,Asley Alvear  
18,2012,10,1,NA,NA,Asley Alvear  
18,2012,11,1,NA,NA,Asley Alvear  
18,2012,12,1,NA,NA,Asley Alvear  
18,2013,1,1,NA,NA,Asley Alvear  
18,2013,2,1,NA,NA,Asley Alvear  
18,2013,3,1,NA,19,Asley Alvear  
18,2013,4,1,NA,NA,Asley Alvear  
18,2013,5,1,NA,NA,Asley Alvear  
18,2013,6,1,NA,NA,Asley Alvear  
18,2013,7,1,NA,NA,Asley Alvear  
18,2013,8,1,NA,NA,Asley Alvear  
18,2013,9,0.5,NA,NA,Asley Alvear  
18,2013,10,1,NA,NA,Asley Alvear  
18,2013,11,1,NA,NA,Asley Alvear  
18,2013,12,1,NA,NA,Asley Alvear  
18,2014,1,1,NA,NA,Asley Alvear  
18,2014,2,1,NA,NA,Asley Alvear  
18,2014,3,1,NA,NA,Asley Alvear  
18,2014,4,1,NA,NA,Asley Alvear  
18,2014,5,1,NA,NA,Asley Alvear  
18,2014,6,1,NA,NA,Asley Alvear  
18,2014,7,1,NA,NA,Asley Alvear  
18,2014,8,1,149,NA,Asley Alvear  
18,2014,9,1,NA,NA,Asley Alvear  
18,2014,10,1,NA,NA,Asley Alvear  
18,2014,11,1,NA,58,Asley Alvear  
18,2014,12,1,NA,NA,Asley Alvear  
18,2015,1,1,NA,NA,Asley Alvear  
18,2015,2,0.76,NA,NA,Asley Alvear  
18,2015,3,1,NA,12,Asley Alvear  
18,2015,4,0.5,NA,NA,Asley Alvear  
18,2015,5,1,NA,NA,Asley Alvear  
18,2015,6,1,NA,36,Asley Alvear  
18,2015,7,1,NA,NA,Asley Alvear  
18,2015,8,1,NA,NA,Asley Alvear  
18,2015,9,1,NA,NA,Asley Alvear  
19,2012,5,1,NA,3,Augustina Alvino  
19,2012,6,1,NA,NA,Augustina Alvino  
19,2012,7,1,NA,NA,Augustina Alvino  
19,2012,8,1,NA,NA,Augustina Alvino  
19,2012,9,1,NA,8,Augustina Alvino  
19,2012,10,1,NA,NA,Augustina Alvino  
19,2012,11,1,NA,NA,Augustina Alvino  
19,2012,12,1,NA,NA,Augustina Alvino  
20,2009,1,1,NA,33,Ayako Andrepont  
20,2009,2,0.5,NA,NA,Ayako Andrepont  
20,2009,3,1,NA,NA,Ayako Andrepont  
20,2009,4,1,NA,NA,Ayako Andrepont  
20,2009,5,1,NA,NA,Ayako Andrepont  
20,2009,6,1,NA,31,Ayako Andrepont  
20,2009,7,1,NA,NA,Ayako Andrepont  
20,2009,8,1,NA,10,Ayako Andrepont  
20,2009,9,1,NA,NA,Ayako Andrepont  
20,2009,10,1,NA,NA,Ayako Andrepont  
20,2009,11,1,NA,NA,Ayako Andrepont  
20,2009,12,1,NA,31,Ayako Andrepont  
20,2010,1,1,NA,1,Ayako Andrepont  
20,2010,2,1,NA,NA,Ayako Andrepont  
20,2010,3,1,NA,NA,Ayako Andrepont  
20,2010,4,1,NA,30,Ayako Andrepont  
20,2010,5,1,NA,NA,Ayako Andrepont  
20,2010,6,1,NA,10,Ayako Andrepont  
20,2010,7,1,85,NA,Ayako Andrepont  
20,2010,8,1,NA,NA,Ayako Andrepont  
20,2010,9,1,NA,NA,Ayako Andrepont  
20,2010,10,1,NA,NA,Ayako Andrepont  
20,2010,11,1,NA,NA,Ayako Andrepont  
20,2010,12,1,NA,NA,Ayako Andrepont  
20,2011,1,1,NA,NA,Ayako Andrepont  
20,2011,2,1,NA,NA,Ayako Andrepont  
20,2011,3,1,NA,NA,Ayako Andrepont  
20,2011,4,1,NA,NA,Ayako Andrepont  
20,2011,5,1,NA,13,Ayako Andrepont  
20,2011,6,1,NA,NA,Ayako Andrepont  
20,2011,7,1,NA,NA,Ayako Andrepont  
20,2011,8,1,NA,NA,Ayako Andrepont  
20,2011,9,0.76,NA,NA,Ayako Andrepont  
20,2011,10,1,NA,14,Ayako Andrepont  
20,2011,11,1,NA,NA,Ayako Andrepont  
20,2011,12,1,NA,NA,Ayako Andrepont  
20,2012,1,1,NA,NA,Ayako Andrepont  
20,2012,2,1,NA,NA,Ayako Andrepont  
20,2012,3,0.76,NA,NA,Ayako Andrepont  
20,2012,4,0.5,NA,NA,Ayako Andrepont  
20,2012,5,1,NA,NA,Ayako Andrepont  
20,2012,6,1,NA,NA,Ayako Andrepont  
20,2012,7,1,NA,NA,Ayako Andrepont  
20,2012,8,1,NA,13,Ayako Andrepont  
20,2012,9,1,NA,50,Ayako Andrepont  
20,2012,10,1,NA,NA,Ayako Andrepont  
20,2012,11,1,NA,NA,Ayako Andrepont  
20,2012,12,1,NA,4,Ayako Andrepont  
20,2013,1,1,NA,NA,Ayako Andrepont  
20,2013,2,1,NA,NA,Ayako Andrepont  
20,2013,3,1,NA,NA,Ayako Andrepont  
20,2013,4,1,NA,NA,Ayako Andrepont  
20,2013,5,1,NA,NA,Ayako Andrepont  
20,2013,6,1,NA,NA,Ayako Andrepont  
20,2013,7,1,NA,NA,Ayako Andrepont  
20,2013,8,1,NA,NA,Ayako Andrepont  
20,2013,9,1,NA,NA,Ayako Andrepont  
20,2013,10,1,NA,NA,Ayako Andrepont  
20,2013,11,1,NA,NA,Ayako Andrepont  
20,2013,12,1,NA,NA,Ayako Andrepont  
20,2014,1,1,NA,NA,Ayako Andrepont  
20,2014,2,1,NA,NA,Ayako Andrepont  
20,2014,3,1,NA,NA,Ayako Andrepont  
20,2014,4,1,NA,NA,Ayako Andrepont  
20,2014,5,1,NA,NA,Ayako Andrepont  
20,2014,6,1,NA,NA,Ayako Andrepont  
20,2014,7,1,NA,NA,Ayako Andrepont  
20,2014,8,1,NA,NA,Ayako Andrepont  
20,2014,9,1,NA,NA,Ayako Andrepont  
20,2014,10,1,NA,NA,Ayako Andrepont  
20,2014,11,1,NA,NA,Ayako Andrepont  
20,2014,12,1,NA,NA,Ayako Andrepont  
20,2015,1,1,NA,NA,Ayako Andrepont  
20,2015,2,1,NA,NA,Ayako Andrepont  
20,2015,3,1,NA,35,Ayako Andrepont  
20,2015,4,1,NA,NA,Ayako Andrepont  
20,2015,5,1,NA,NA,Ayako Andrepont  
20,2015,6,1,NA,NA,Ayako Andrepont  
20,2015,7,1,NA,NA,Ayako Andrepont  
20,2015,8,1,NA,NA,Ayako Andrepont  
20,2015,9,0.5,NA,NA,Ayako Andrepont  
21,2009,1,1,NA,39,Azalee Aderholt  
21,2009,2,0.5,NA,33,Azalee Aderholt  
21,2009,3,0.5,NA,NA,Azalee Aderholt  
21,2009,4,1,NA,NA,Azalee Aderholt  
21,2009,5,1,NA,10,Azalee Aderholt  
21,2009,6,1,NA,NA,Azalee Aderholt  
21,2009,7,0.5,NA,NA,Azalee Aderholt  
21,2009,8,1,NA,NA,Azalee Aderholt  
21,2009,9,1,NA,NA,Azalee Aderholt  
21,2009,10,1,NA,NA,Azalee Aderholt  
21,2009,11,1,NA,NA,Azalee Aderholt  
21,2010,1,1,NA,NA,Azalee Aderholt  
21,2010,2,1,NA,NA,Azalee Aderholt  
21,2010,3,1,NA,NA,Azalee Aderholt  
21,2010,4,1,NA,NA,Azalee Aderholt  
21,2010,5,1,NA,NA,Azalee Aderholt  
21,2010,6,1,NA,NA,Azalee Aderholt  
21,2010,7,1,NA,NA,Azalee Aderholt  
21,2010,8,1,NA,NA,Azalee Aderholt  
21,2010,9,1,NA,NA,Azalee Aderholt  
21,2010,10,1,NA,NA,Azalee Aderholt  
21,2010,11,1,NA,NA,Azalee Aderholt  
21,2010,12,1,NA,NA,Azalee Aderholt  
21,2011,1,1,NA,NA,Azalee Aderholt  
21,2011,2,1,NA,NA,Azalee Aderholt  
21,2011,3,1,NA,NA,Azalee Aderholt  
21,2011,4,1,NA,38,Azalee Aderholt  
21,2011,5,0.76,NA,NA,Azalee Aderholt  
21,2011,6,1,NA,NA,Azalee Aderholt  
21,2011,7,1,NA,56,Azalee Aderholt  
21,2011,8,1,NA,NA,Azalee Aderholt  
21,2011,9,1,NA,NA,Azalee Aderholt  
21,2011,10,1,NA,NA,Azalee Aderholt  
21,2011,11,1,NA,22,Azalee Aderholt  
21,2011,12,1,NA,NA,Azalee Aderholt  
21,2012,1,1,NA,28,Azalee Aderholt  
21,2012,2,1,NA,NA,Azalee Aderholt  
21,2012,3,1,NA,NA,Azalee Aderholt  
21,2012,4,0.5,NA,NA,Azalee Aderholt  
21,2012,5,0.5,NA,NA,Azalee Aderholt  
21,2012,6,1,NA,NA,Azalee Aderholt  
21,2012,7,1,NA,NA,Azalee Aderholt  
21,2012,8,1,NA,NA,Azalee Aderholt  
21,2012,9,1,NA,NA,Azalee Aderholt  
21,2012,10,1,24,4,Azalee Aderholt  
21,2012,11,1,NA,NA,Azalee Aderholt  
22,2009,1,1,NA,NA,Bethany Barcia  
22,2009,2,1,NA,30,Bethany Barcia  
22,2009,3,1,NA,NA,Bethany Barcia  
22,2009,4,1,NA,NA,Bethany Barcia  
22,2009,5,1,NA,NA,Bethany Barcia  
22,2009,6,1,NA,NA,Bethany Barcia  
22,2009,7,1,NA,19,Bethany Barcia  
22,2009,8,1,NA,37,Bethany Barcia  
22,2009,9,1,NA,NA,Bethany Barcia  
22,2009,10,1,NA,13,Bethany Barcia  
22,2009,11,1,NA,39,Bethany Barcia  
22,2009,12,1,NA,NA,Bethany Barcia  
22,2010,1,1,NA,NA,Bethany Barcia  
22,2010,2,1,NA,NA,Bethany Barcia  
22,2010,3,1,NA,NA,Bethany Barcia  
22,2010,4,0.5,NA,36,Bethany Barcia  
22,2010,5,1,NA,58,Bethany Barcia  
22,2010,6,1,NA,NA,Bethany Barcia  
22,2010,7,1,NA,NA,Bethany Barcia  
22,2010,8,1,NA,NA,Bethany Barcia  
22,2010,9,1,NA,NA,Bethany Barcia  
22,2010,10,1,NA,39,Bethany Barcia  
22,2010,11,1,NA,NA,Bethany Barcia  
22,2010,12,1,118,NA,Bethany Barcia  
22,2011,1,1,NA,NA,Bethany Barcia  
22,2011,2,0.5,NA,NA,Bethany Barcia  
22,2011,3,1,NA,NA,Bethany Barcia  
22,2011,4,1,NA,NA,Bethany Barcia  
22,2011,5,1,NA,NA,Bethany Barcia  
22,2011,6,1,NA,NA,Bethany Barcia  
22,2011,7,1,NA,NA,Bethany Barcia  
22,2011,8,1,NA,NA,Bethany Barcia  
22,2011,9,1,NA,56,Bethany Barcia  
22,2011,10,1,NA,5,Bethany Barcia  
22,2011,11,1,NA,NA,Bethany Barcia  
22,2011,12,1,NA,NA,Bethany Barcia  
22,2012,1,0.5,NA,NA,Bethany Barcia  
22,2012,2,1,NA,19,Bethany Barcia  
22,2012,3,1,NA,NA,Bethany Barcia  
22,2012,4,1,NA,NA,Bethany Barcia  
22,2012,5,1,NA,57,Bethany Barcia  
22,2012,6,1,NA,NA,Bethany Barcia  
22,2012,7,1,NA,NA,Bethany Barcia  
22,2012,8,1,NA,NA,Bethany Barcia  
22,2012,9,1,NA,4,Bethany Barcia  
22,2012,10,1,NA,NA,Bethany Barcia  
22,2012,11,1,NA,NA,Bethany Barcia  
22,2012,12,1,NA,60,Bethany Barcia  
22,2013,1,0.76,NA,NA,Bethany Barcia  
22,2013,2,1,NA,NA,Bethany Barcia  
22,2013,3,1,NA,NA,Bethany Barcia  
22,2013,4,1,NA,NA,Bethany Barcia  
22,2013,5,1,NA,NA,Bethany Barcia  
22,2013,6,0.76,NA,NA,Bethany Barcia  
22,2013,7,0.76,NA,NA,Bethany Barcia  
22,2013,8,1,NA,NA,Bethany Barcia  
22,2013,9,1,NA,NA,Bethany Barcia  
22,2013,10,1,NA,NA,Bethany Barcia  
22,2013,11,0.5,NA,NA,Bethany Barcia  
22,2013,12,1,NA,NA,Bethany Barcia  
22,2014,1,1,NA,NA,Bethany Barcia  
22,2014,2,1,NA,NA,Bethany Barcia  
22,2014,3,0.76,NA,NA,Bethany Barcia  
22,2014,4,1,NA,NA,Bethany Barcia  
22,2014,5,1,NA,NA,Bethany Barcia  
22,2014,6,1,NA,NA,Bethany Barcia  
22,2014,7,1,NA,11,Bethany Barcia  
22,2014,8,1,NA,NA,Bethany Barcia  
22,2014,9,1,NA,NA,Bethany Barcia  
22,2014,10,1,NA,14,Bethany Barcia  
22,2014,11,1,NA,9,Bethany Barcia  
22,2014,12,1,NA,NA,Bethany Barcia  
22,2015,1,1,NA,NA,Bethany Barcia  
22,2015,2,1,NA,46,Bethany Barcia  
22,2015,3,1,NA,NA,Bethany Barcia  
22,2015,4,1,NA,NA,Bethany Barcia  
22,2015,5,1,NA,NA,Bethany Barcia  
22,2015,6,1,NA,NA,Bethany Barcia  
22,2015,7,1,NA,NA,Bethany Barcia  
22,2015,8,1,NA,NA,Bethany Barcia  
22,2015,9,1,NA,NA,Bethany Barcia  
23,2009,1,1,NA,NA,Bob Bachelor  
23,2009,2,1,NA,NA,Bob Bachelor  
23,2009,3,1,NA,NA,Bob Bachelor  
23,2009,4,1,NA,NA,Bob Bachelor  
23,2009,5,1,NA,NA,Bob Bachelor  
23,2009,6,1,NA,NA,Bob Bachelor  
23,2009,7,1,NA,NA,Bob Bachelor  
23,2009,8,1,NA,NA,Bob Bachelor  
23,2009,9,1,NA,60,Bob Bachelor  
23,2009,10,1,NA,NA,Bob Bachelor  
23,2009,11,1,NA,NA,Bob Bachelor  
23,2009,12,1,NA,NA,Bob Bachelor  
23,2010,1,1,NA,NA,Bob Bachelor  
23,2010,2,1,NA,NA,Bob Bachelor  
23,2010,3,1,NA,NA,Bob Bachelor  
23,2010,4,0.5,81,NA,Bob Bachelor  
23,2010,5,1,NA,NA,Bob Bachelor  
23,2010,6,1,NA,NA,Bob Bachelor  
24,2009,5,1,NA,NA,Brad Bradham  
24,2009,6,1,NA,NA,Brad Bradham  
24,2009,7,1,NA,38,Brad Bradham  
24,2009,8,1,NA,NA,Brad Bradham  
24,2009,9,1,NA,NA,Brad Bradham  
24,2009,10,1,NA,NA,Brad Bradham  
24,2009,11,1,NA,NA,Brad Bradham  
24,2009,12,1,99,NA,Brad Bradham  
24,2010,1,1,NA,33,Brad Bradham  
25,2012,10,1,NA,NA,Bradford Bitting  
