HOME_COUNTY,FTE,PERIOD,EMPLOYEEID,REGIONID,Name
Oklahoma,100 %,06/2014,107,53,Garrett Glick  
Tulsa,100 %,06/2012,108,27,Georgine Gallucci  
Tulsa,100 %,08/2012,108,27,Georgine Gallucci  
Tulsa,100 %,09/2012,108,27,Georgine Gallucci  
Tulsa,100 %,10/2012,108,53,Georgine Gallucci  
Tulsa,100 %,12/2012,108,14,Georgine Gallucci  
Tulsa,100 %,01/2013,108,14,Georgine Gallucci  
Tulsa,100 %,02/2013,108,14,Georgine Gallucci  
Tulsa,100 %,03/2013,108,14,Georgine Gallucci  
Tulsa,100 %,06/2013,108,14,Georgine Gallucci  
Tulsa,100 %,07/2013,108,14,Georgine Gallucci  
Tulsa,100 %,08/2013,108,14,Georgine Gallucci  
Tulsa,100 %,09/2013,108,14,Georgine Gallucci  
Tulsa,76 %,10/2013,108,14,Georgine Gallucci  
Tulsa,100 %,12/2013,108,14,Georgine Gallucci  
Tulsa,100 %,01/2014,108,14,Georgine Gallucci  
Tulsa,100 %,02/2014,108,14,Georgine Gallucci  
Tulsa,100 %,03/2014,108,14,Georgine Gallucci  
Tulsa,100 %,04/2014,108,14,Georgine Gallucci  
Tulsa,100 %,05/2014,108,14,Georgine Gallucci  
Tulsa,100 %,06/2014,108,14,Georgine Gallucci  
Tulsa,100 %,07/2014,108,14,Georgine Gallucci  
Tulsa,100 %,08/2014,108,14,Georgine Gallucci  
Tulsa,100 %,09/2014,108,53,Georgine Gallucci  
Tulsa,100 %,10/2014,108,53,Georgine Gallucci  
Tulsa,100 %,11/2014,108,8,Georgine Gallucci  
Tulsa,100 %,12/2014,108,8,Georgine Gallucci  
Tulsa,76 %,01/2015,108,8,Georgine Gallucci  
Tulsa,100 %,02/2015,108,8,Georgine Gallucci  
Tulsa,100 %,03/2015,108,8,Georgine Gallucci  
Tulsa,100 %,04/2015,108,8,Georgine Gallucci  
Tulsa,100 %,05/2015,108,8,Georgine Gallucci  
Tulsa,100 %,06/2015,108,8,Georgine Gallucci  
Tulsa,100 %,07/2015,108,8,Georgine Gallucci  
Tulsa,100 %,08/2015,108,8,Georgine Gallucci  
Tulsa,50 %,09/2015,108,8,Georgine Gallucci  
Comanche,50 %,06/2014,109,18,Gerald Gandhi  
Comanche,100 %,07/2014,109,18,Gerald Gandhi  
Comanche,100 %,08/2014,109,17,Gerald Gandhi  
Comanche,100 %,09/2014,109,17,Gerald Gandhi  
Comanche,100 %,10/2014,109,17,Gerald Gandhi  
Comanche,100 %,11/2014,109,17,Gerald Gandhi  
Comanche,50 %,12/2014,109,17,Gerald Gandhi  
Comanche,100 %,01/2015,109,17,Gerald Gandhi  
Comanche,76 %,02/2015,109,17,Gerald Gandhi  
Comanche,100 %,03/2015,109,18,Gerald Gandhi  
Comanche,50 %,04/2015,109,18,Gerald Gandhi  
Comanche,100 %,05/2015,109,18,Gerald Gandhi  
Comanche,100 %,06/2015,109,18,Gerald Gandhi  
Comanche,50 %,07/2015,109,18,Gerald Gandhi  
Comanche,100 %,08/2015,109,18,Gerald Gandhi  
Comanche,100 %,09/2015,109,18,Gerald Gandhi  
Payne,100 %,08/2015,110,4,Gerard Gebo  
Payne,100 %,09/2015,110,4,Gerard Gebo  
Tulsa,100 %,01/2014,111,14,Gerri Gully  
Tulsa,100 %,02/2014,112,14,Ghislaine Gaymon  
Tulsa,100 %,03/2014,112,14,Ghislaine Gaymon  
Tulsa,76 %,04/2014,112,14,Ghislaine Gaymon  
Tulsa,100 %,05/2014,112,14,Ghislaine Gaymon  
Tulsa,100 %,06/2014,112,14,Ghislaine Gaymon  
Tulsa,100 %,07/2014,112,14,Ghislaine Gaymon  
Leflore,100 %,06/2012,113,26,Gilbert Goodfellow  
Leflore,100 %,08/2012,113,26,Gilbert Goodfellow  
Leflore,100 %,09/2012,113,26,Gilbert Goodfellow  
Leflore,100 %,10/2012,113,26,Gilbert Goodfellow  
Leflore,100 %,12/2012,113,26,Gilbert Goodfellow  
Leflore,100 %,01/2013,113,26,Gilbert Goodfellow  
Leflore,100 %,02/2013,113,26,Gilbert Goodfellow  
Leflore,76 %,03/2013,113,26,Gilbert Goodfellow  
Leflore,100 %,06/2013,113,26,Gilbert Goodfellow  
Leflore,76 %,07/2013,113,26,Gilbert Goodfellow  
Leflore,100 %,08/2013,113,26,Gilbert Goodfellow  
Leflore,100 %,09/2013,113,26,Gilbert Goodfellow  
Leflore,50 %,10/2013,113,26,Gilbert Goodfellow  
Leflore,100 %,12/2013,113,26,Gilbert Goodfellow  
Leflore,100 %,01/2014,113,26,Gilbert Goodfellow  
Leflore,100 %,02/2014,113,25,Gilbert Goodfellow  
Leflore,100 %,03/2014,113,26,Gilbert Goodfellow  
Leflore,100 %,04/2014,113,25,Gilbert Goodfellow  
Leflore,76 %,05/2014,113,25,Gilbert Goodfellow  
Leflore,100 %,06/2014,113,26,Gilbert Goodfellow  
Leflore,100 %,07/2014,113,26,Gilbert Goodfellow  
Leflore,50 %,08/2014,113,25,Gilbert Goodfellow  
Leflore,100 %,09/2014,113,25,Gilbert Goodfellow  
Leflore,100 %,10/2014,113,25,Gilbert Goodfellow  
Leflore,100 %,11/2014,113,25,Gilbert Goodfellow  
Leflore,100 %,12/2014,113,25,Gilbert Goodfellow  
Cherokee,100 %,06/2012,114,57,Ginger Gerhardt  
Cherokee,100 %,08/2012,114,57,Ginger Gerhardt  
Cherokee,100 %,09/2012,114,57,Ginger Gerhardt  
Cherokee,100 %,10/2012,114,57,Ginger Gerhardt  
Cherokee,100 %,12/2012,114,57,Ginger Gerhardt  
Cherokee,76 %,01/2013,114,57,Ginger Gerhardt  
Cherokee,100 %,02/2013,114,57,Ginger Gerhardt  
Cherokee,100 %,03/2013,114,57,Ginger Gerhardt  
Cherokee,100 %,06/2013,114,57,Ginger Gerhardt  
Cherokee,100 %,07/2013,114,57,Ginger Gerhardt  
Cherokee,100 %,08/2013,114,57,Ginger Gerhardt  
Cherokee,100 %,09/2013,114,57,Ginger Gerhardt  
Cherokee,100 %,10/2013,114,57,Ginger Gerhardt  
Cherokee,100 %,12/2013,114,57,Ginger Gerhardt  
Cherokee,100 %,01/2014,114,57,Ginger Gerhardt  
Cherokee,100 %,02/2014,114,56,Ginger Gerhardt  
Cherokee,100 %,03/2014,114,57,Ginger Gerhardt  
Cherokee,100 %,04/2014,114,56,Ginger Gerhardt  
Cherokee,100 %,05/2014,114,56,Ginger Gerhardt  
Cherokee,100 %,06/2014,114,57,Ginger Gerhardt  
Cherokee,100 %,07/2014,114,57,Ginger Gerhardt  
Cherokee,100 %,08/2014,114,56,Ginger Gerhardt  
Cherokee,100 %,09/2014,114,56,Ginger Gerhardt  
Cherokee,100 %,10/2014,114,56,Ginger Gerhardt  
Cherokee,50 %,11/2014,114,56,Ginger Gerhardt  
Cherokee,50 %,12/2014,114,56,Ginger Gerhardt  
Cherokee,100 %,01/2015,114,56,Ginger Gerhardt  
Cherokee,100 %,02/2015,114,56,Ginger Gerhardt  
Cherokee,100 %,03/2015,114,57,Ginger Gerhardt  
Cherokee,100 %,04/2015,114,57,Ginger Gerhardt  
Cherokee,76 %,05/2015,114,57,Ginger Gerhardt  
Cherokee,100 %,06/2015,114,57,Ginger Gerhardt  
Cherokee,100 %,07/2015,114,57,Ginger Gerhardt  
Cherokee,100 %,08/2015,114,57,Ginger Gerhardt  
Cherokee,100 %,09/2015,114,57,Ginger Gerhardt  
Tulsa,100 %,06/2014,115,10,Gisele Gullickson  
Tulsa,100 %,07/2014,115,10,Gisele Gullickson  
Tulsa,100 %,08/2014,115,10,Gisele Gullickson  
Tulsa,100 %,09/2014,115,10,Gisele Gullickson  
Tulsa,100 %,10/2014,115,10,Gisele Gullickson  
Tulsa,76 %,11/2014,115,10,Gisele Gullickson  
Tulsa,50 %,12/2014,115,10,Gisele Gullickson  
Tulsa,100 %,01/2015,115,10,Gisele Gullickson  
Tulsa,100 %,02/2015,115,10,Gisele Gullickson  
Tulsa,76 %,03/2015,115,10,Gisele Gullickson  
Tulsa,100 %,04/2015,115,10,Gisele Gullickson  
Tulsa,100 %,05/2015,115,10,Gisele Gullickson  
Tulsa,100 %,06/2015,115,10,Gisele Gullickson  
Tulsa,100 %,07/2015,115,10,Gisele Gullickson  
Tulsa,100 %,08/2015,115,10,Gisele Gullickson  
Tulsa,100 %,09/2015,115,10,Gisele Gullickson  
Tulsa,76 %,07/2014,116,14,Glen Gage  
Tulsa,100 %,08/2014,116,14,Glen Gage  
Tulsa,100 %,09/2014,116,3,Glen Gage  
Tulsa,100 %,10/2014,116,3,Glen Gage  
Payne,100 %,06/2012,117,12,Gracia Gimenez  
Payne,100 %,08/2012,117,12,Gracia Gimenez  
Payne,100 %,09/2012,117,12,Gracia Gimenez  
Payne,100 %,10/2012,117,12,Gracia Gimenez  
Payne,100 %,12/2012,117,12,Gracia Gimenez  
Payne,100 %,01/2013,117,12,Gracia Gimenez  
Payne,100 %,02/2013,117,12,Gracia Gimenez  
Payne,100 %,03/2013,117,12,Gracia Gimenez  
Payne,100 %,06/2013,117,12,Gracia Gimenez  
Payne,100 %,07/2013,117,12,Gracia Gimenez  
Payne,100 %,08/2013,117,12,Gracia Gimenez  
Payne,100 %,09/2013,117,12,Gracia Gimenez  
Payne,100 %,10/2013,117,12,Gracia Gimenez  
Payne,100 %,12/2013,117,12,Gracia Gimenez  
Payne,100 %,01/2014,117,12,Gracia Gimenez  
Payne,100 %,02/2014,117,11,Gracia Gimenez  
Payne,100 %,03/2014,117,12,Gracia Gimenez  
Payne,100 %,04/2014,117,11,Gracia Gimenez  
Payne,100 %,05/2014,117,11,Gracia Gimenez  
Oklahoma,100 %,12/2012,118,9,Gracie Gaskell  
Oklahoma,100 %,01/2013,118,9,Gracie Gaskell  
Oklahoma,100 %,02/2013,118,9,Gracie Gaskell  
Oklahoma,100 %,03/2013,118,9,Gracie Gaskell  
Oklahoma,100 %,06/2013,118,9,Gracie Gaskell  
Oklahoma,100 %,07/2013,118,9,Gracie Gaskell  
Oklahoma,100 %,08/2013,118,9,Gracie Gaskell  
Oklahoma,100 %,09/2013,118,9,Gracie Gaskell  
Oklahoma,100 %,10/2013,118,9,Gracie Gaskell  
Oklahoma,100 %,12/2013,118,9,Gracie Gaskell  
Oklahoma,100 %,01/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,02/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,03/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,04/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,05/2014,118,9,Gracie Gaskell  
Oklahoma,76 %,06/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,07/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,08/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,09/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,10/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,11/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,12/2014,118,9,Gracie Gaskell  
Oklahoma,100 %,01/2015,118,9,Gracie Gaskell  
Oklahoma,100 %,02/2015,118,9,Gracie Gaskell  
Oklahoma,100 %,03/2015,118,9,Gracie Gaskell  
Oklahoma,100 %,04/2015,118,9,Gracie Gaskell  
Oklahoma,100 %,05/2015,118,9,Gracie Gaskell  
Oklahoma,100 %,06/2015,118,9,Gracie Gaskell  
Oklahoma,100 %,07/2015,118,9,Gracie Gaskell  
Oklahoma,100 %,08/2015,118,9,Gracie Gaskell  
Oklahoma,100 %,09/2015,118,9,Gracie Gaskell  
Oklahoma,100 %,06/2012,119,9,Gussie Gaynor  
Oklahoma,50 %,08/2012,119,9,Gussie Gaynor  
Oklahoma,100 %,09/2012,119,9,Gussie Gaynor  
Oklahoma,100 %,10/2012,119,9,Gussie Gaynor  
Tulsa,100 %,06/2014,120,10,Hanna Hodgkinson  
Tulsa,100 %,07/2014,120,10,Hanna Hodgkinson  
Tulsa,100 %,08/2014,120,10,Hanna Hodgkinson  
Tulsa,100 %,09/2014,120,10,Hanna Hodgkinson  
Tulsa,100 %,10/2014,120,10,Hanna Hodgkinson  
Tulsa,100 %,11/2014,120,10,Hanna Hodgkinson  
Tulsa,100 %,12/2014,120,10,Hanna Hodgkinson  
Tulsa,100 %,01/2015,120,10,Hanna Hodgkinson  
Tulsa,100 %,02/2015,120,10,Hanna Hodgkinson  
Tulsa,100 %,03/2015,120,10,Hanna Hodgkinson  
Tulsa,100 %,04/2015,120,10,Hanna Hodgkinson  
Tulsa,100 %,05/2015,120,10,Hanna Hodgkinson  
Tulsa,100 %,06/2015,120,10,Hanna Hodgkinson  
Tulsa,100 %,07/2015,120,10,Hanna Hodgkinson  
Tulsa,100 %,08/2015,120,10,Hanna Hodgkinson  
Tulsa,100 %,09/2015,120,10,Hanna Hodgkinson  
McCurtain,100 %,06/2012,121,38,Harry Harpole  
McCurtain,100 %,08/2012,121,38,Harry Harpole  
McCurtain,100 %,09/2012,121,38,Harry Harpole  
McCurtain,100 %,10/2012,121,38,Harry Harpole  
McCurtain,100 %,12/2012,121,38,Harry Harpole  
McCurtain,100 %,01/2013,121,38,Harry Harpole  
McCurtain,100 %,02/2013,121,38,Harry Harpole  
McCurtain,100 %,03/2013,121,38,Harry Harpole  
McCurtain,50 %,06/2013,121,38,Harry Harpole  
McCurtain,100 %,07/2013,121,38,Harry Harpole  
McCurtain,100 %,08/2013,121,38,Harry Harpole  
McCurtain,100 %,09/2013,121,38,Harry Harpole  
McCurtain,100 %,10/2013,121,38,Harry Harpole  
McCurtain,100 %,12/2013,121,51,Harry Harpole  
McCurtain,100 %,01/2014,121,53,Harry Harpole  
McCurtain,100 %,02/2014,121,53,Harry Harpole  
McCurtain,100 %,03/2014,121,51,Harry Harpole  
McCurtain,100 %,04/2014,121,53,Harry Harpole  
McCurtain,100 %,05/2014,121,53,Harry Harpole  
McCurtain,100 %,06/2014,121,32,Harry Harpole  
McCurtain,100 %,07/2014,121,32,Harry Harpole  
McCurtain,100 %,08/2014,121,31,Harry Harpole  
McCurtain,100 %,09/2014,121,31,Harry Harpole  
McCurtain,100 %,10/2014,121,31,Harry Harpole  
McCurtain,100 %,11/2014,121,31,Harry Harpole  
McCurtain,100 %,12/2014,121,31,Harry Harpole  
McCurtain,100 %,01/2015,121,31,Harry Harpole  
McCurtain,100 %,02/2015,121,31,Harry Harpole  
McCurtain,100 %,03/2015,121,32,Harry Harpole  
McCurtain,100 %,04/2015,121,32,Harry Harpole  
McCurtain,100 %,05/2015,121,32,Harry Harpole  
McCurtain,100 %,06/2015,121,32,Harry Harpole  
McCurtain,100 %,07/2015,121,32,Harry Harpole  
McCurtain,100 %,08/2015,121,32,Harry Harpole  
McCurtain,100 %,09/2015,121,32,Harry Harpole  
Custer,100 %,08/2015,122,36,Harvey Halford  
Custer,100 %,09/2015,122,36,Harvey Halford  
Muskogee,100 %,06/2014,123,20,Heath Hovey  
Muskogee,100 %,07/2014,123,20,Heath Hovey  
Muskogee,100 %,08/2014,123,19,Heath Hovey  
Muskogee,100 %,09/2014,123,19,Heath Hovey  
Muskogee,100 %,10/2014,123,19,Heath Hovey  
Muskogee,100 %,11/2014,123,19,Heath Hovey  
Muskogee,100 %,12/2014,123,19,Heath Hovey  
Muskogee,100 %,01/2015,123,19,Heath Hovey  
Muskogee,100 %,02/2015,123,19,Heath Hovey  
Muskogee,100 %,03/2015,123,20,Heath Hovey  
Muskogee,100 %,04/2015,123,20,Heath Hovey  
Muskogee,100 %,05/2015,123,20,Heath Hovey  
Muskogee,100 %,06/2015,123,20,Heath Hovey  
Muskogee,76 %,07/2015,123,53,Heath Hovey  
Muskogee,100 %,08/2015,123,53,Heath Hovey  
Muskogee,100 %,09/2015,123,53,Heath Hovey  
Oklahoma,100 %,08/2014,124,44,Hector Ha  
Oklahoma,100 %,09/2014,124,44,Hector Ha  
Oklahoma,100 %,10/2014,124,44,Hector Ha  
Oklahoma,100 %,11/2014,124,44,Hector Ha  
Oklahoma,100 %,12/2014,124,44,Hector Ha  
Oklahoma,50 %,01/2015,124,44,Hector Ha  
Oklahoma,100 %,02/2015,124,44,Hector Ha  
Oklahoma,100 %,03/2015,124,44,Hector Ha  
Oklahoma,100 %,04/2015,124,44,Hector Ha  
Oklahoma,100 %,05/2015,124,44,Hector Ha  
Oklahoma,100 %,06/2015,124,44,Hector Ha  
Oklahoma,100 %,07/2015,124,44,Hector Ha  
Oklahoma,100 %,08/2015,124,44,Hector Ha  
Oklahoma,100 %,09/2015,124,44,Hector Ha  
Pittsburg,100 %,06/2012,125,16,Herbert Hough  
Pittsburg,100 %,08/2012,125,16,Herbert Hough  
Pittsburg,100 %,09/2012,125,16,Herbert Hough  
Pittsburg,100 %,10/2012,125,16,Herbert Hough  
Pittsburg,100 %,12/2012,125,16,Herbert Hough  
Pittsburg,100 %,01/2013,125,16,Herbert Hough  
Pittsburg,100 %,03/2013,125,16,Herbert Hough  
Kay,100 %,06/2015,126,4,Hettie Holler  
Kay,100 %,07/2015,126,4,Hettie Holler  
Kay,76 %,08/2015,126,4,Hettie Holler  
Kay,50 %,09/2015,126,4,Hettie Holler  
Tulsa,100 %,06/2012,127,10,Hilda Herdt  
Tulsa,100 %,08/2012,127,10,Hilda Herdt  
Tulsa,100 %,09/2012,127,10,Hilda Herdt  
Tulsa,100 %,10/2012,127,10,Hilda Herdt  
Tulsa,100 %,12/2012,127,10,Hilda Herdt  
Tulsa,100 %,01/2013,127,10,Hilda Herdt  
Tulsa,100 %,02/2013,127,10,Hilda Herdt  
Tulsa,100 %,03/2013,127,10,Hilda Herdt  
Tulsa,100 %,06/2013,127,10,Hilda Herdt  
Tulsa,100 %,07/2013,127,10,Hilda Herdt  
Tulsa,100 %,08/2013,127,10,Hilda Herdt  
Tulsa,100 %,09/2013,127,10,Hilda Herdt  
Tulsa,100 %,10/2013,127,10,Hilda Herdt  
Tulsa,100 %,12/2013,127,10,Hilda Herdt  
Tulsa,50 %,01/2014,127,10,Hilda Herdt  
Tulsa,100 %,02/2014,127,10,Hilda Herdt  
Tulsa,100 %,03/2014,127,10,Hilda Herdt  
Tulsa,100 %,04/2014,127,10,Hilda Herdt  
Tulsa,100 %,05/2014,127,10,Hilda Herdt  
Tulsa,100 %,06/2014,127,10,Hilda Herdt  
Tulsa,100 %,07/2014,127,10,Hilda Herdt  
Tulsa,100 %,08/2014,127,10,Hilda Herdt  
Tulsa,100 %,09/2014,127,10,Hilda Herdt  
Tulsa,100 %,10/2014,127,10,Hilda Herdt  
Tulsa,76 %,11/2014,127,10,Hilda Herdt  
Tulsa,100 %,12/2014,127,10,Hilda Herdt  
Tulsa,100 %,01/2015,127,10,Hilda Herdt  
Tulsa,100 %,02/2015,127,10,Hilda Herdt  
Tulsa,100 %,03/2015,127,10,Hilda Herdt  
Tulsa,100 %,04/2015,127,10,Hilda Herdt  
Tulsa,100 %,05/2015,127,10,Hilda Herdt  
Tulsa,100 %,06/2015,127,10,Hilda Herdt  
Tulsa,100 %,07/2015,127,10,Hilda Herdt  
Tulsa,100 %,08/2015,127,10,Hilda Herdt  
Tulsa,100 %,09/2015,127,10,Hilda Herdt  
Adair,100 %,06/2012,128,20,Hilda Hypes  
Adair,100 %,08/2012,128,20,Hilda Hypes  
Adair,50 %,09/2012,128,20,Hilda Hypes  
Adair,100 %,10/2012,128,20,Hilda Hypes  
Adair,100 %,12/2012,128,20,Hilda Hypes  
Adair,100 %,01/2013,128,20,Hilda Hypes  
Adair,100 %,02/2013,128,20,Hilda Hypes  
Adair,50 %,03/2013,128,20,Hilda Hypes  
Adair,100 %,06/2013,128,20,Hilda Hypes  
Oklahoma,100 %,08/2012,129,30,Holli Heimer  
Oklahoma,100 %,09/2012,129,30,Holli Heimer  
Delaware,100 %,06/2012,130,57,Hortencia Hora  
Delaware,100 %,08/2012,130,57,Hortencia Hora  
Delaware,100 %,09/2012,130,57,Hortencia Hora  
Delaware,100 %,10/2012,130,57,Hortencia Hora  
Delaware,100 %,12/2012,130,57,Hortencia Hora  
Delaware,50 %,01/2013,130,57,Hortencia Hora  
Delaware,100 %,02/2013,130,57,Hortencia Hora  
Delaware,100 %,03/2013,130,57,Hortencia Hora  
Delaware,100 %,06/2013,130,57,Hortencia Hora  
Delaware,100 %,07/2013,130,57,Hortencia Hora  
Delaware,76 %,08/2013,130,57,Hortencia Hora  
Delaware,100 %,09/2013,130,57,Hortencia Hora  
Delaware,100 %,10/2013,130,57,Hortencia Hora  
Delaware,100 %,12/2013,130,57,Hortencia Hora  
Delaware,100 %,01/2014,130,57,Hortencia Hora  
Delaware,100 %,02/2014,130,56,Hortencia Hora  
Delaware,100 %,03/2014,130,57,Hortencia Hora  
Delaware,100 %,04/2014,130,56,Hortencia Hora  
Delaware,100 %,05/2014,130,56,Hortencia Hora  
Delaware,100 %,06/2014,130,57,Hortencia Hora  
Delaware,100 %,07/2014,130,57,Hortencia Hora  
Delaware,100 %,08/2014,130,56,Hortencia Hora  
Delaware,100 %,09/2014,130,56,Hortencia Hora  
Delaware,100 %,10/2014,130,56,Hortencia Hora  
Delaware,50 %,11/2014,130,56,Hortencia Hora  
Delaware,100 %,12/2014,130,56,Hortencia Hora  
Delaware,100 %,01/2015,130,56,Hortencia Hora  
Delaware,100 %,02/2015,130,56,Hortencia Hora  
Delaware,100 %,03/2015,130,57,Hortencia Hora  
Delaware,100 %,04/2015,130,57,Hortencia Hora  
Delaware,100 %,05/2015,130,57,Hortencia Hora  
Delaware,100 %,06/2015,130,57,Hortencia Hora  
Delaware,100 %,07/2015,130,57,Hortencia Hora  
Delaware,100 %,08/2015,130,57,Hortencia Hora  
Delaware,50 %,09/2015,130,57,Hortencia Hora  
Sequoyah,100 %,10/2012,131,20,Howard Hurtt  
Sequoyah,50 %,12/2012,131,20,Howard Hurtt  
Sequoyah,100 %,01/2013,131,20,Howard Hurtt  
Sequoyah,100 %,02/2013,131,20,Howard Hurtt  
Sequoyah,100 %,03/2013,131,20,Howard Hurtt  
Sequoyah,100 %,06/2013,131,20,Howard Hurtt  
Sequoyah,100 %,07/2013,131,20,Howard Hurtt  
Sequoyah,100 %,08/2013,131,20,Howard Hurtt  
Sequoyah,100 %,09/2013,131,20,Howard Hurtt  
Sequoyah,50 %,10/2013,131,20,Howard Hurtt  
Sequoyah,100 %,12/2013,131,20,Howard Hurtt  
Sequoyah,100 %,01/2014,131,20,Howard Hurtt  
Sequoyah,100 %,02/2014,131,19,Howard Hurtt  
Sequoyah,100 %,03/2014,131,20,Howard Hurtt  
Sequoyah,100 %,04/2014,131,19,Howard Hurtt  
Sequoyah,100 %,05/2014,131,19,Howard Hurtt  
Sequoyah,100 %,06/2014,131,20,Howard Hurtt  
Sequoyah,100 %,07/2014,131,26,Howard Hurtt  
Sequoyah,100 %,08/2014,131,25,Howard Hurtt  
Sequoyah,100 %,09/2014,131,25,Howard Hurtt  
Sequoyah,50 %,10/2014,131,25,Howard Hurtt  
Sequoyah,100 %,11/2014,131,25,Howard Hurtt  
Sequoyah,100 %,12/2014,131,25,Howard Hurtt  
Sequoyah,100 %,01/2015,131,25,Howard Hurtt  
Sequoyah,100 %,02/2015,131,25,Howard Hurtt  
Sequoyah,100 %,03/2015,131,26,Howard Hurtt  
Sequoyah,100 %,04/2015,131,26,Howard Hurtt  
Sequoyah,100 %,05/2015,131,26,Howard Hurtt  
Sequoyah,100 %,06/2015,131,26,Howard Hurtt  
Sequoyah,100 %,07/2015,131,26,Howard Hurtt  
Sequoyah,100 %,08/2015,131,26,Howard Hurtt  
Sequoyah,100 %,09/2015,131,26,Howard Hurtt  
Garfield,100 %,08/2014,132,45,Hyman Horman  
Garfield,100 %,09/2014,132,45,Hyman Horman  
Garfield,100 %,10/2014,132,45,Hyman Horman  
Garfield,100 %,11/2014,132,45,Hyman Horman  
Garfield,100 %,12/2014,132,45,Hyman Horman  
Garfield,100 %,01/2015,132,45,Hyman Horman  
Garfield,100 %,02/2015,132,45,Hyman Horman  
Garfield,100 %,03/2015,132,46,Hyman Horman  
Garfield,100 %,04/2015,132,46,Hyman Horman  
Garfield,100 %,05/2015,132,46,Hyman Horman  
Garfield,50 %,06/2015,132,46,Hyman Horman  
Garfield,100 %,07/2015,132,46,Hyman Horman  
Garfield,100 %,08/2015,132,46,Hyman Horman  
Garfield,100 %,09/2015,132,46,Hyman Horman  
Payne,100 %,06/2012,133,12,Hyun Hu  
Payne,100 %,08/2012,133,12,Hyun Hu  
Payne,100 %,09/2012,133,12,Hyun Hu  
Payne,100 %,10/2012,133,12,Hyun Hu  
Payne,100 %,12/2012,133,12,Hyun Hu  
Payne,100 %,01/2013,133,12,Hyun Hu  
Payne,100 %,02/2013,133,12,Hyun Hu  
Payne,100 %,03/2013,133,12,Hyun Hu  
Payne,100 %,06/2013,133,12,Hyun Hu  
Payne,50 %,07/2013,133,12,Hyun Hu  
Payne,100 %,08/2013,133,12,Hyun Hu  
Payne,100 %,09/2013,133,12,Hyun Hu  
Payne,100 %,10/2013,133,12,Hyun Hu  
Payne,100 %,12/2013,133,12,Hyun Hu  
Payne,100 %,01/2014,133,12,Hyun Hu  
Payne,100 %,02/2014,133,12,Hyun Hu  
Payne,100 %,03/2014,133,12,Hyun Hu  
Payne,100 %,04/2014,133,12,Hyun Hu  
Payne,100 %,05/2014,133,12,Hyun Hu  
Tulsa,50 %,06/2012,134,3,Ian Inniss  
Tulsa,76 %,08/2012,134,3,Ian Inniss  
Tulsa,100 %,09/2012,134,3,Ian Inniss  
Tulsa,100 %,10/2012,134,3,Ian Inniss  
Payne,100 %,06/2014,135,13,Irina Illingworth  
Tulsa,100 %,12/2012,136,14,Iris Ivery  
Tulsa,100 %,01/2013,136,14,Iris Ivery  
Tulsa,100 %,02/2013,136,14,Iris Ivery  
Tulsa,100 %,03/2013,136,14,Iris Ivery  
Tulsa,100 %,06/2013,136,14,Iris Ivery  
Tulsa,100 %,07/2013,136,14,Iris Ivery  
Tulsa,100 %,08/2013,136,14,Iris Ivery  
Tulsa,100 %,09/2013,136,14,Iris Ivery  
Tulsa,100 %,10/2013,136,14,Iris Ivery  
Tulsa,50 %,12/2013,136,14,Iris Ivery  
Tulsa,100 %,01/2014,136,14,Iris Ivery  
Tulsa,100 %,02/2014,136,14,Iris Ivery  
Tulsa,100 %,03/2014,136,14,Iris Ivery  
Tulsa,100 %,04/2014,136,14,Iris Ivery  
Tulsa,100 %,05/2014,136,14,Iris Ivery  
Tulsa,100 %,06/2014,136,14,Iris Ivery  
Tulsa,100 %,07/2014,136,14,Iris Ivery  
Tulsa,100 %,08/2014,136,14,Iris Ivery  
Oklahoma,100 %,12/2012,137,30,Irmgard Isbell  
Oklahoma,100 %,01/2013,137,30,Irmgard Isbell  
Oklahoma,100 %,02/2013,137,44,Irmgard Isbell  
Oklahoma,100 %,03/2013,137,30,Irmgard Isbell  
Oklahoma,76 %,06/2013,137,30,Irmgard Isbell  
Oklahoma,100 %,07/2013,137,30,Irmgard Isbell  
Oklahoma,100 %,08/2013,137,30,Irmgard Isbell  
Oklahoma,100 %,09/2013,137,30,Irmgard Isbell  
Oklahoma,100 %,10/2013,137,30,Irmgard Isbell  
Oklahoma,100 %,12/2013,137,30,Irmgard Isbell  
Oklahoma,100 %,01/2014,137,30,Irmgard Isbell  
Oklahoma,100 %,02/2014,137,30,Irmgard Isbell  
Oklahoma,100 %,03/2014,137,30,Irmgard Isbell  
Oklahoma,100 %,04/2014,137,30,Irmgard Isbell  
Oklahoma,100 %,05/2014,137,30,Irmgard Isbell  
Oklahoma,100 %,06/2014,137,9,Irmgard Isbell  
Oklahoma,100 %,07/2014,137,9,Irmgard Isbell  
Oklahoma,100 %,08/2014,137,9,Irmgard Isbell  
